latitude,longitude
33.5802,130.3742
34.95,135.8167
35.6922,139.7178
35.1655,136.9045
35.6775,139.8016
35.7535,139.8216
35.7024,139.743
35.4865,139.6362
34.9815,135.3317
35.9149,139.9553
35.5121,139.6759
35.9482,139.765
35.8725,139.6516
35.6882,139.7802
35.8034,139.589
35.5653,139.3655
35.8556,139.5207
35.8379,139.9191
34.6622,135.496
36.409,140.5406
34.6567,136.4381
35.8063,139.7198
35.735,139.7981
34.9,137.15
34.95,137.0833
35.7632,139.8076
35.5141,139.6237
35.6868,139.662
35.5418,139.4509
35.6725,139.7737
35.7468,139.5863
34.65,137.2
35.4393,139.6061
34.8167,137.4
25.45,81.85
23.0358,72.6194
17.7,83.3
28.669,77.222
28.4333,77.3167
25.3333,83.0
26.4631,80.3479
26.8509,80.916
22.3,73.2
28.6014,77.1989
20.967,72.8976
22.3,70.7833
19.6833,72.75
23.2667,77.4
19.25,73.15
17.4334,78.4111
22.7165,75.8307
29.6833,76.9833
21.15,79.1
27.1833,78.0167
23.1667,79.95
28.6667,77.4333
28.4962,77.536
28.9833,77.7
21.2333,81.6333
10.991,76.9667
26.9167,75.8167
18.9917,79.7954
28.5735,77.3208
29.6161,76.9806
23.3167,75.0667
22.5892,88.3103
17.3341,78.3925
40.6522,109.8222
39.6,109.7833
40.8106,111.6522
42.2683,118.9636
39.1423,117.1726
41.7806,123.4312
3.2251,101.6803
1.6167,110.4407
1.6728,103.6325
3.139,101.706
3.1366,101.7172
5.258,100.2923
3.0832,101.6407
6.0602,102.2341
1.7259,103.5011
3.1443,101.6718
3.0457,101.5573
5.3769,100.3848
2.2218,102.2585
6.1893,100.2859
3.1549,101.7412
2.9982,101.8017
2.9228,101.6572
3.8087,103.3267
5.3405,103.0754
5.265,116.3283
5.9558,116.0368
3.1671,101.6708
5.3834,100.393
6.0907,100.3819
6.1212,102.2459
3.0797,101.5186
4.5723,101.1157
1.5427,103.6487
5.365,100.5618
5.5748,100.6005
3.1149,101.5869
5.9371,116.6695
3.106,101.718
5.4067,100.3259
4.907,100.6029
5.4112,100.3354
2.9679,101.653
2.9555,102.0719
6.1194,100.3677
1.5333,103.6667
4.1787,101.2265
1.551,103.7096
6.1461,100.5833
6.1185,102.2489
5.9615,115.9863
3.0549,101.5314
3.0886,101.607
2.1462,102.7848
1.8605,103.1004
2.7566,102.2523
5.3436,103.0796
1.3667,103.8
22.25,114.1667
25.0478,121.5318
22.3833,114.1833
23.5,121.0
11.5583,104.9121
35.4303,137.0001
35.6489,139.8894
35.6379,140.1169
35.4599,139.9298
35.8437,139.8835
34.7988,135.5452
34.7644,135.4452
35.674,139.8948
35.4156,140.2971
36.2333,137.1833
35.6422,139.6475
35.6624,139.7036
35.7329,139.8209
35.6914,139.8022
35.6676,139.6581
35.6962,139.3974
35.7001,139.5111
35.6584,139.7379
35.729,139.6716
35.6344,139.7064
35.599,139.7298
36.95,140.9
38.3445,140.7994
35.0398,139.8962
38.7453,140.5304
34.9167,137.1333
35.644,139.5019
35.6796,139.66
37.7497,140.4252
33.7914,130.583
35.8622,139.9773
34.7833,137.3833
36.3583,139.8375
35.6847,139.8965
35.7576,139.7326
35.6242,139.7156
43.739,142.3853
35.7691,139.8264
43.0622,144.8426
35.1833,136.9
26.1981,127.698
34.8833,136.85
34.1726,134.4489
35.704,139.7786
35.731,139.6588
35.737,135.0931
35.663,138.5665
34.6833,135.5167
34.6273,135.5332
34.7125,135.5006
34.6797,135.5778
34.7207,135.4804
34.711,135.4676
34.6769,135.5239
35.6205,140.109
35.815,139.6853
35.6321,139.7342
35.7292,139.5381
35.5928,139.7337
35.6458,139.5957
35.6139,139.4242
35.7074,139.6001
35.7496,139.7608
35.8209,139.5579
35.763,139.4458
35.6718,139.7796
32.3281,118.7638
24.9889,121.3176
24.6461,120.8711
24.8065,120.9706
24.6742,121.1611
24.5251,121.5166
24.9633,121.2403
22.3137,114.1837
22.2909,114.15
22.3833,114.2667
22.3333,114.1833
22.3333,114.25
22.4333,114.0333
22.283,114.1585
22.2167,114.0167
22.1667,114.25
22.3667,114.1
22.5167,114.1167
22.3,113.95
22.4,114.2333
22.5,114.1333
22.4333,114.1833
22.3,114.1667
22.3833,114.35
22.2833,113.95
22.3333,114.1333
22.2333,114.0
22.4667,114.0
22.4,113.9833
22.3,114.0167
22.3333,114.2
22.35,114.1833
22.3,114.1833
14.5955,120.9721
21.25,73.3
22.4667,70.0667
21.5167,70.4667
23.5667,70.6333
22.8167,70.8333
23.0833,70.1333
12.3072,76.6497
27.7167,75.4833
25.9833,76.3667
26.2867,73.03
26.45,74.6333
23.55,74.45
27.4333,74.8833
26.1667,75.7833
25.1833,75.8333
25.35,74.6333
27.6167,75.15
29.9167,73.8833
26.2833,72.6333
28.0167,73.3
25.7667,73.3333
25.35,72.6167
25.9167,73.6667
-33.7636,150.9149
-36.0764,146.9155
-33.8591,151.2002
-34.8823,150.605
-33.9117,151.1022
-33.8961,151.0992
-33.704,150.956
-33.8667,150.95
-33.7106,150.3732
-33.8833,151.2
-36.0425,146.9396
-33.8024,150.9717
-33.777,150.9373
-33.7535,150.982
-32.7549,151.5891
-33.104,151.5636
-33.9106,151.1542
-32.7777,151.6435
-33.8709,150.9519
-33.8878,151.1264
-32.765,151.6094
-32.8324,151.3505
-33.897,151.1367
-33.2798,149.0964
-32.6008,149.5839
-33.7624,150.8734
-32.9412,151.6597
-33.886,151.1994
-33.7521,150.7004
-36.132,146.885
-32.9657,151.6938
-33.7253,151.0238
-33.7182,150.7115
-32.9303,151.5916
-33.8854,151.0218
-32.9506,151.6243
-33.8167,151.1
-35.3522,149.2297
-33.7832,150.9328
-33.8538,151.0301
-33.7908,150.9469
-34.6009,146.4079
-33.7058,150.9056
-32.9071,151.7518
-33.8628,151.0455
-33.7122,150.3107
-32.7327,151.5524
-33.4475,149.1831
-32.9231,151.7458
-33.8689,151.2008
-33.8984,150.9965
-33.8833,151.2167
-34.424,150.8934
-33.4381,151.392
-33.8833,151.2293
-33.5144,151.3335
-33.443,151.4321
-33.4694,151.3966
-33.9205,151.1893
-33.4256,151.3426
-34.4338,150.8531
-33.5048,151.3315
-33.8726,151.2372
-33.4188,149.5762
-33.9802,151.2438
-32.7291,152.0864
-33.8718,151.2239
-33.8789,151.1872
-33.4952,151.3618
-33.8879,151.1669
-33.879,151.2357
-33.5182,151.3138
-32.9136,151.7096
-33.9232,150.9193
-33.8934,151.2067
-33.3829,151.3736
-33.8681,151.1967
-31.9682,152.58
-33.8777,151.2187
-34.424,150.8933
-33.4951,151.3205
-33.877,151.243
-34.3934,150.8938
-32.2536,148.6149
-34.3703,150.8975
-32.7757,152.084
-33.8717,151.219
-33.8769,151.1036
-31.8759,152.6716
-33.7716,151.1138
-33.7319,151.1302
-33.9155,151.2057
-33.8846,151.212
-33.3974,151.341
-33.943,151.181
-34.4553,150.8403
-33.9034,151.2627
-33.8894,151.2562
-34.3325,150.9149
-33.4391,151.3215
-33.8637,151.1707
-33.4234,151.4419
-33.3843,151.471
-33.4693,151.4293
-31.4479,152.9032
-34.5823,150.7765
-33.8376,151.2083
-33.8856,150.9839
-33.3561,149.983
-33.9185,151.2041
-32.9045,151.7235
-33.5137,151.3457
-33.4841,151.3613
-33.9044,151.056
-34.3788,150.8883
-33.5333,151.3083
-33.8645,151.0826
-32.1961,152.5229
-33.9479,151.202
-33.8582,151.1795
-32.172,152.4942
-33.7276,151.1667
-33.75,151.15
-33.8933,151.2642
-34.5021,150.794
-33.9588,150.8542
-33.918,151.0329
-31.0656,152.7668
-33.4297,151.3726
-33.599,151.0179
13.0508,100.9367
13.8638,100.5998
13.5989,100.5997
14.3619,100.6
13.4667,99.9333
13.6984,100.4638
14.2,100.5167
13.751,100.4873
19.1167,98.95
14.45,100.55
13.6,100.7167
12.6667,100.9
13.85,100.8667
13.7333,100.5333
14.7453,102.0283
13.9667,100.3167
13.8,100.4833
13.6861,101.1944
13.8167,99.8833
18.3833,98.75
13.8622,100.5134
14.5333,100.5333
14.6083,102.6917
13.5833,100.1167
13.6673,100.4535
15.5142,101.7856
13.7303,100.6514
13.85,100.4333
14.0619,101.5186
13.6667,100.5333
14.7167,100.8
26.5833,106.7167
38.4681,106.2731
32.0617,118.7778
30.294,120.1619
36.0986,120.3719
36.066,120.3694
21.0313,105.8516
10.8142,106.6438
16.0,106.0
21.1667,103.1
16.0685,108.2215
10.8167,106.6833
10.36,106.36
10.9234,106.6898
10.9867,106.655
18.4667,105.75
12.25,109.1833
20.8561,106.6822
10.3333,106.0333
20.4167,106.1667
20.65,106.0667
21.1861,106.0763
10.5333,106.4167
45.75,126.65
44.5833,129.6
22.2833,114.2167
22.2667,114.2333
22.3167,114.1667
22.4,114.2
22.4,114.3667
22.3333,114.15
22.3167,114.2167
22.2833,113.9333
35.8052,139.7107
36.066,138.0399
33.6886,130.4597
37.7269,112.4708
35.6591,139.5483
35.6602,139.5639
35.4333,139.6235
35.4971,139.5843
35.5317,139.6796
35.3449,139.5573
35.5216,139.4447
35.6942,139.5549
35.9167,138.9333
35.156,136.9058
35.6785,139.9029
35.4786,139.5421
35.9,139.65
35.4975,137.5155
35.4484,139.6132
35.7314,139.6318
34.7444,137.7209
36.4333,140.5167
35.6941,139.804
35.7202,139.9094
34.9534,136.9432
35.78,139.9014
35.6515,139.693
35.5513,139.4466
35.194,138.9195
35.4652,139.4676
35.1737,138.6299
35.6573,139.5723
35.1402,138.7772
35.5467,139.515
35.6985,139.7441
35.7835,139.6323
35.6363,139.6795
35.9899,139.3302
35.9633,139.6279
35.7846,139.7243
35.5714,139.5594
35.6031,140.1659
35.9263,139.7878
35.6253,139.6389
35.9098,139.7822
35.643,139.7269
35.7027,139.6917
35.8791,140.0481
35.8364,139.7996
35.1684,138.907
35.6189,139.7254
35.6551,139.6538
35.7068,139.6837
35.1833,136.875
35.6706,139.8886
35.5816,139.6647
35.1992,137.2852
35.464,139.4125
36.3516,139.2808
35.2,136.9167
35.1,137.0667
35.0667,139.0667
34.7097,136.4005
34.6915,135.4586
35.7664,139.587
33.8968,130.7366
35.4372,139.6404
34.9806,135.9334
35.4837,139.5353
35.6092,140.1269
35.4508,139.6099
34.9195,138.2338
35.8614,139.6617
35.4333,136.7833
36.4401,136.4556
35.9132,137.0901
35.0724,138.9743
35.3341,139.4389
34.2598,108.9294
34.5035,109.5089
33.0751,107.0221
34.3659,107.359
30.6667,104.0667
29.866,106.9502
34.3378,108.7026
33.7058,110.2475
35.8723,128.5924
35.7436,139.7065
34.663,135.0784
36.0391,138.1126
35.65,139.75
34.786,134.5806
35.0583,136.9667
34.6963,135.486
35.4783,140.3825
-34.6892,150.858
-33.2328,151.5553
-34.0447,150.7348
-27.4737,153.0169
-26.6917,152.9562
-27.8244,153.3047
-19.2993,146.7693
-27.3394,152.947
-27.4732,153.0215
-26.1914,152.5905
-27.5121,153.0323
-27.5237,153.2851
-26.538,151.8425
-27.9695,153.1994
-28.0383,153.342
-26.6548,153.0861
-27.4965,152.9121
-17.8691,146.1016
-28.0003,153.4309
-27.8312,153.0274
-25.975,152.9856
-24.2201,151.9018
-25.9194,153.0017
-19.3099,146.6386
-32.0787,115.9926
-31.5465,115.6391
-32.5118,115.9618
-31.994,115.7582
-31.9204,115.8557
-31.8694,115.9674
-32.3385,115.7579
-32.2199,115.9954
-32.0505,115.9948
-33.3115,115.6429
-31.8401,115.8961
-33.6793,115.2671
-31.9633,115.8608
-32.2921,115.9858
-31.6171,115.6867
-32.4794,115.7955
-32.3354,116.0553
-35.0297,117.8856
-31.95,115.8667
-31.891,115.8873
-31.4833,116.1
-32.3373,115.8133
-32.0358,115.9799
-31.896,115.7652
-32.2652,115.8348
-33.0797,115.8939
-31.861,115.758
-32.2823,115.7369
-31.8696,116.209
-31.8865,116.115
-31.9426,115.8791
-33.9581,115.0704
-31.8412,115.8399
-31.908,115.7595
-32.0833,116.0
-33.6315,115.339
-31.6618,116.0406
-31.9674,115.8621
-31.8742,116.1384
-34.9157,138.675
-34.7192,138.6703
-34.9239,138.6454
-35.5286,138.6776
-36.9587,140.7434
-34.9274,138.6005
-34.5978,138.7466
-34.7644,138.6419
-34.7266,135.8829
-34.9216,138.6317
-12.4003,130.9164
-27.4655,153.0427
-28.5974,148.1952
-32.8037,151.6482
-33.8463,151.1523
-34.5028,150.4078
-27.7111,151.8654
-27.5548,153.0993
-37.8939,145.0251
-37.8561,145.0946
-37.7,145.0167
-33.725,151.0812
-35.9225,145.4688
-37.8676,144.6928
-37.8071,144.9516
-32.8167,151.4811
-31.9022,152.4579
-31.0772,152.8405
-34.0346,151.0856
-30.3676,153.0962
-32.6913,151.6515
-31.5876,152.8351
-33.9335,150.8375
-30.2909,153.118
-34.039,151.1239
-31.4489,152.7922
-34.0136,151.0133
-35.9992,146.3827
-32.7135,151.5242
-31.5547,152.8468
-33.9929,151.0407
-30.646,152.9958
-32.8109,151.4584
-32.8096,151.6589
-34.0594,151.0128
-30.5964,153.0065
-36.3581,146.3111
-32.8416,151.3735
-31.4648,152.7268
-32.699,151.5363
-32.9264,151.7133
-34.5479,146.3993
-30.8965,153.0672
-32.9237,151.7845
-34.0543,151.1528
-27.3538,152.9673
-27.6618,153.053
-23.529,148.1601
-27.7161,152.9654
-27.2225,153.0136
-27.6203,152.9639
-27.705,153.0616
-27.6196,152.7601
-27.6287,153.1064
-27.709,153.151
-27.5623,153.2661
-27.3803,153.0625
-26.1846,152.6665
-27.3656,153.0172
-27.7787,153.1116
-27.3727,152.8866
-27.5796,153.0917
-27.6104,152.8711
-27.7469,153.1921
-27.5669,152.953
-24.8662,152.3479
-25.2894,152.8288
-27.4655,152.5705
-27.1857,152.9472
-25.5293,152.6966
-27.55,152.9833
-27.5137,153.1692
-28.0839,152.8412
-27.5876,153.2927
-27.7835,153.3642
-23.4495,150.4581
-27.9885,153.0033
-26.6851,153.0654
-28.0721,153.3952
-27.3519,153.0615
-27.5649,152.2789
-27.5833,152.9333
-27.6051,153.096
-35.2747,149.1353
-35.1828,149.1371
-36.4229,148.6178
-35.3981,149.0919
-35.3126,149.1278
-36.2621,149.1063
-35.2586,149.4463
-34.7464,149.7184
-35.2028,149.1074
-35.3149,149.1448
-33.8324,151.2295
-33.4126,151.2211
-34.9927,150.592
-33.8829,151.2577
-33.7754,151.0414
-33.7525,151.0615
-33.834,151.2189
-33.7494,151.031
-33.8286,151.2259
-33.8869,151.2425
-33.7407,151.1954
-34.3162,150.9189
-33.6242,151.1468
-28.3319,153.382
-28.8225,153.4187
-33.8731,151.162
-33.1358,148.1765
-32.9333,151.7333
-33.8061,151.1761
-33.9092,150.6106
-32.9036,151.6723
-32.9424,151.7508
-33.7783,151.166
-33.8819,151.1706
-33.373,149.5458
-28.9033,153.492
-27.8713,153.2935
-33.7286,151.1226
-33.8806,151.1977
-33.8016,151.0088
-33.7907,150.6777
-28.2361,153.5419
-33.887,150.6059
-28.2375,153.5034
-32.7331,151.6124
-33.8426,150.9987
-28.5137,153.5399
-34.928,138.601
-32.4957,137.7768
-34.9803,138.5688
-34.8781,138.5401
-34.742,138.6014
-33.2745,136.6972
-34.8711,138.7027
-34.7009,138.678
-35.0981,138.5253
-35.0204,138.6162
-34.57,139.5959
-36.313,140.7695
-34.7832,138.7103
-35.1856,138.4774
-34.6826,138.6867
-34.9444,138.5926
-33.178,138.009
-33.9635,137.7169
-35.1206,138.5266
-37.8302,145.4333
-37.8183,144.9445
-37.5891,144.9189
-37.8495,145.1156
-37.0224,145.9535
-37.5757,144.7194
-37.7001,144.7656
-37.9212,145.0662
-37.8634,144.9825
-38.0414,145.3419
-37.8444,144.6725
-37.763,144.9431
-38.2286,145.1771
-38.05,145.25
-37.734,144.7378
-37.8575,145.0346
-37.8207,145.1509
-37.3601,144.5293
-37.8159,144.9669
-37.7991,144.9489
-38.2063,146.0647
-38.1024,145.2778
-37.6366,144.8919
-38.071,145.4759
-38.0976,144.0496
-37.867,145.0811
-38.2793,144.6134
-38.3204,144.3257
-37.8974,144.7444
-37.846,145.265
-37.8249,145.2134
-38.1098,145.1367
-38.2598,144.533
-37.9377,145.0095
-37.7087,144.8883
-37.8546,144.9934
-38.2745,144.4902
-37.8996,145.4464
-35.7321,143.9223
-32.1202,116.0163
-31.9769,115.7637
-33.3406,115.6834
-32.06,115.955
-32.0128,115.7622
-32.5274,115.7294
-31.9855,115.7705
-32.0537,115.7553
-33.3165,115.7148
-32.1632,116.0569
-31.9846,116.0075
-31.9934,115.7872
-32.4057,115.7606
-31.8458,115.7796
-31.9593,115.9138
-28.6945,114.6588
22.6714,120.4881
24.8383,121.0078
24.1684,121.6296
24.1469,120.6839
25.1283,121.7419
24.757,121.753
22.9908,120.2133
24.9097,121.1461
24.9298,121.2837
23.9769,121.6044
25.0798,121.8523
24.0709,120.5419
23.9265,120.3169
23.707,120.3848
23.9059,120.6866
24.7317,121.0303
23.6496,120.505
23.8211,120.6449
25.0269,121.531
23.9611,120.5721
23.4792,120.4489
23.9664,120.9695
23.855,120.3209
23.9793,120.6841
24.5643,120.8237
24.6039,120.819
23.7572,120.3222
23.1475,120.4699
23.5992,120.1922
23.57,119.57
24.3037,120.8043
22.6148,120.3139
24.4341,118.3171
23.0598,121.3015
55.0794,38.7783
22.7599,121.1446
23.0981,120.2125
23.4633,120.5817
35.2716,128.6531
34.8736,128.3971
34.8659,128.6263
35.2719,128.8402
35.4933,128.7489
35.1003,129.0442
36.0072,127.6614
34.8038,128.3891
37.5946,126.9712
-37.6407,145.0282
-27.4932,153.0369
-27.5252,153.0041
-33.7717,150.8385
-33.8255,151.1063
15.2384,104.8487
13.4244,99.9569
17.1772,99.8064
14.2617,99.4036
8.0726,98.9105
14.0499,101.3686
13.5475,100.2736
12.9333,100.8833
13.75,101.35
8.7,98.25
7.8333,98.3833
19.3085,97.9653
16.4792,104.6583
15.3667,100.05
6.9292,99.8708
19.9,99.8333
13.8141,102.0722
15.7953,104.1494
17.6256,100.0942
14.4742,100.1222
18.3264,99.3478
31.0449,121.4012
43.8073,87.6305
41.1236,122.99
22.8137,108.3146
13.35,74.7833
13.35,74.75
12.55,77.4167
19.2167,73.15
18.75,73.4167
12.8639,74.8353
26.8825,88.2773
31.6331,74.8656
31.5167,75.3044
19.0833,74.7333
16.7167,77.8906
18.9833,73.1
19.2167,73.0833
19.15,73.2667
19.9973,73.791
13.2,74.9833
13.3422,77.1017
27.3333,88.6167
13.9222,75.5736
17.6833,75.9167
19.2,72.9833
19.9833,73.8
17.6833,73.9833
19.7167,74.4833
15.4833,73.8333
21.0486,76.5344
22.4167,74.5667
16.0333,73.6833
19.8833,75.3333
19.15,77.3333
19.85,74.0
15.55,73.7667
19.5667,74.2167
16.7,74.2167
22.9667,76.0667
22.0833,82.15
27.3,75.95
26.2236,78.1792
24.0667,75.0667
22.75,77.7833
15.1667,73.9833
18.15,74.5833
19.3,73.0667
29.3889,76.9681
29.7,75.9
28.9833,77.0167
27.8833,78.0833
29.9657,76.837
25.6005,85.1147
15.5833,73.7333
34.0922,74.8022
32.736,74.8656
26.7161,88.4236
23.65,88.1333
26.1833,91.7333
20.2329,85.8353
22.7,88.45
20.5,85.8333
29.1667,75.7167
46.6395,126.9951
34.6836,113.5325
32.1228,114.0656
35.7051,115.0141
33.7385,113.3012
34.1628,113.4639
31.5689,120.2886
34.6836,112.4536
33.5639,114.0427
33.6333,114.6333
34.5366,113.3753
31.8962,121.1727
24.1718,120.9133
39.904,116.6618
39.687,115.9966
27.6867,106.9072
26.5858,107.9797
37.5082,127.1179
37.761,126.7727
37.4979,126.8592
37.5469,127.0841
37.4687,126.9458
37.3424,126.9222
37.5234,126.9084
37.5833,127.1333
37.6531,127.0725
37.4954,127.0621
35.1496,126.9156
37.4388,127.1396
37.6367,127.2183
37.5819,127.0541
37.2859,127.0099
36.3214,127.4197
37.5521,127.0399
37.5984,127.0911
35.2081,128.5725
37.5177,126.8479
37.3907,126.9167
36.8063,127.1523
36.8553,126.9537
36.6349,127.4706
35.8428,129.2117
37.8944,127.1992
37.603,127.0115
37.2336,127.201
37.3631,126.9912
35.8723,128.3333
37.5781,126.9351
35.5335,129.3173
37.5333,126.95
36.6092,127.2919
35.8217,127.1453
37.5504,127.1455
33.2486,126.5628
37.41,127.2572
37.6564,126.835
37.5228,127.2039
37.3244,126.8237
36.7817,126.4522
36.0292,129.3648
37.54,127.2056
37.8747,127.7342
36.9947,127.0889
33.4558,126.5393
35.9786,126.7114
35.4469,126.5509
37.1825,126.8783
36.2039,127.0847
37.4094,127.1107
36.7836,127.0042
36.2626,126.858
36.8079,126.9777
37.6433,127.0077
36.4556,127.1247
37.5006,126.9515
37.5532,126.9165
37.6185,126.9278
37.5339,126.9775
34.3678,126.5222
37.4289,126.9892
38.1828,127.8149
37.6667,126.8333
37.461,126.8996
37.2792,127.4425
37.0108,127.2703
37.2958,127.6339
37.1522,127.0706
37.7333,127.0667
38.2439,127.4452
37.8122,127.0252
37.9031,127.0575
37.6,127.25
37.3907,126.7888
37.5523,126.6554
37.3514,127.9453
38.1769,128.5189
37.321,127.9213
37.5095,129.0537
37.75,128.25
38.3798,128.468
36.293,127.2257
37.4191,126.6649
37.1361,128.2119
36.9767,127.9287
34.8128,126.3918
37.7527,128.8724
34.9053,126.6649
34.9505,127.4878
35.1923,126.9244
34.8624,126.4904
34.7606,127.6621
34.9414,127.6957
35.9439,126.9544
35.55,126.85
35.8047,127.4758
36.2101,128.3544
35.8233,128.7378
35.8257,128.524
35.1448,128.9799
34.9763,128.3236
35.241,128.4229
35.1928,128.0847
47.2538,-1.4843
48.0732,-0.7634
47.3749,-0.6854
47.2046,-0.987
47.3788,-0.6082
47.4397,-0.2189
47.4313,-1.228
47.4456,-0.4654
46.9936,-1.8235
47.5721,-0.5942
48.0004,0.2047
46.5,-1.5333
46.3963,-1.0237
48.0241,0.2041
47.7517,0.1914
47.0871,-1.2829
47.475,-0.5451
46.6981,-1.7596
48.1801,-0.892
47.7106,0.511
46.9767,-1.3085
47.7436,0.5592
47.2144,-1.5512
47.25,-2.1667
46.7794,-0.8362
48.0305,0.3732
47.4482,-2.3181
47.2749,-0.3585
47.8469,-0.9493
47.438,-2.0901
47.3712,-1.1802
47.0804,-2.0364
46.8436,-1.8749
47.0667,-0.8833
47.6753,-1.4331
46.831,-2.131
46.4915,-1.4258
47.6159,-0.4661
46.7145,-1.3142
48.193,0.6838
47.2173,-1.5534
47.1121,-2.0889
47.6306,-0.8027
46.6756,-1.6813
47.1865,-1.6827
47.1623,-1.2661
47.7205,-1.4888
46.74,-1.6083
48.2902,-0.4805
47.0765,-1.2481
47.1438,-0.6969
46.5,-1.7833
47.8467,-1.0016
46.5352,-1.7729
47.0162,-1.4316
47.3333,-0.1822
47.3265,-0.0553
48.0537,0.6452
47.3255,-1.7368
47.102,-1.8669
47.3932,0.053
47.4074,-0.4768
47.7167,-1.3833
47.6672,-1.6699
47.5,-0.5833
47.6982,-0.0755
46.7485,-1.7407
47.5333,-1.2333
47.1687,-1.4693
48.1827,-0.1264
47.1548,-0.2964
48.3369,-0.3473
47.3917,-2.4236
47.6333,-1.8333
47.1329,-1.7485
46.6193,-0.8798
47.4079,-0.7619
46.6708,-1.8861
48.307,0.4223
